P1,P2
-0.6366514344169245,-2.4715580884524817
-0.32482751916238073,-0.56922725239421
-2.6928303935334283,0.5856109549870526
1.017696931266602,0.09579757880955045
-1.6527658924477389,-0.44923501555748296
0.8114109012467425,1.0025051671056338
-0.9121801404820307,0.16301716730237295
0.7689229646049566,-1.3791599493932385
-2.0880540719338514,0.6363308584385755
-0.13912786246835782,0.2341013442798798
-1.2742454147754498,-0.5546999149871873
0.5361817185708252,-1.4047325829004451
0.7009440590138503,-0.35349405351248797
-0.24362181222376517,1.123241205975619
0.050399824570802804,0.19464029347024464
0.4244776362781376,-0.24019361615659793
0.8797881447416209,-0.1094062478894999
0.12460369889611296,1.3833142386049302
-0.008693494108641104,-0.7027411395344959
-0.90088143645612,0.0766143594889164
1.2334860071023603,0.6721007810597397
-2.4152494788989864,-0.8224173838562068
2.116125429522212,-0.8519942119880749
-1.3755555342720782,-0.4835888870979149
0.9568397784213282,1.4073504138007558
-1.8366756741564403,-2.521387872542375
-0.6377928232824315,-2.1960973648357225
-0.4598793046106329,1.3419299482203066
-0.45047795826215903,2.1857677670975564
0.06449913627341108,0.9560095270503773
-1.5202960013410154,-2.081811601549286
0.5152210695687565,0.10607012603204362
1.1616726782863862,0.11971731720153869
0.7974781963177348,-3.1394388017037587
-0.6283873921846402,-0.8034467615083758
-1.980700451542523,1.3682651391310143
-2.1120214394306163,0.030686105084434912
0.518270892531276,-0.2868868362188077
0.23158329359973778,0.9121836841481831
-1.8941668535947929,-0.19780607181485754
-0.435960962013384,-0.40816553358883934
-3.085149952788571,-1.0131882850340996
1.062847083938297,-0.23088659660397196
0.22875881754403177,0.059468053607122824
-2.7931254814463453,-1.8139053709889552
-1.951783652632977,1.1512342882693414
-1.071874334414843,1.1080276328043506
-0.09014168477212478,0.2566001279098249
-0.5317207122964701,-1.1222660596029157
1.0640593822510085,-1.2571041214931162
-1.5786699066494954,0.03036207733061238
0.7470647337686389,-0.22948383318339532
-0.427079671069444,-0.7009580522028428
-0.9813325754095239,-2.339119098854965
-1.2352849134288342,0.012867326734697359
-1.8547467747690107,-0.06805309870272222
1.695762755758897,0.03523761878706085
-0.6279140805770271,-1.715756716944934
1.5211932728906532,0.02410907663046447
-0.24667433639757114,-0.1314484335212173
0.222544103663902,-1.722553559174156
-0.24651212401413472,-0.7694939254631786
-1.7323295976729847,0.01515681438014532
0.5826697709036786,1.225205525812003
0.5821315928913113,0.5888889970311062
-1.731296063408585,-2.0176292318521227
-1.001955341752656,0.5901383762227028
-1.3465348730191025,-0.46778427429309344
-0.503810952442312,0.46814010455185484
0.5347737985976938,1.4172143182273709
0.15703501038068032,-0.7775351415706846
0.3610706834125082,-0.4186410881375865
-0.18695688633861346,-0.7620679808429685
-0.21292272389067626,0.6167832131905493
-2.2458982096072226,0.32204038342785984
0.7859184185084288,0.16349152046599913
-0.8581779105207596,-1.7433373913120913
-0.8489615642341118,0.5904840363285684
-1.7368919660696596,0.8887685130394176
0.18534079638887732,-0.18444522615308268
0.4059996070026264,1.0864265038977332
-0.24119054640297685,0.7842534479319847
0.36922076384826186,0.10337392746537051
-2.131064663361801,-0.38606782007435364
0.5213138317145992,-1.898296395824905
1.1857126850654878,-0.6738557625606193
0.41755972604624486,0.7897324623309817
0.07333913579058096,-0.9667391710971378
-3.235779743183258,0.1330517271904826
-0.12772497128220703,-1.0445516946363573
0.7546895578276643,-0.8633009806919947
0.8596590936120597,1.1932000145125852
-0.5387294218621306,1.0583869620647308
2.0279566982636688,-1.0803032243494939
-2.064690200757952,-1.0531108980776056
0.9724235385456718,0.46473733051609406
0.025360627896664156,-0.5237214303991172
-0.2526522574925471,-0.30438280690453345
0.6409490834240994,-0.652364825689975
-2.7727928592960414,-1.401311918587693
